id,route_id,point_id,sequenceNr
7c63e5ac-5b13-4189-9e13-ab6f684457da,f8610a18-3aeb-4988-893d-5d4182c19360,98bb7a56-e2b8-40eb-a71a-ee77eac3b2df,8
89aa6ab9-dff8-4c17-a228-60fcaf798efa,b3ec5188-13ee-44f1-990a-aa41edd70ff3,383a1ba2-e664-4e30-b3dd-0b008f6e9938,7
d34ee13d-a477-4934-b30e-3ab7a507c7b0,b278afa1-179f-4e65-bac0-01110a0d01d1,0d53fd3a-5c09-4005-af03-1b81e835cd8d,10
ae95d13b-b73f-4b0a-b397-02f805d0d852,54f343cd-0b06-49e3-92e0-96c9d084842a,c9cf5a56-dbd9-44c5-a9d8-39bb72dde035,1
55211ed1-176f-4c53-b52f-65bbb480c38d,d93af551-859a-486e-a9be-c8a6a532c1b5,c6ca02be-c0dd-43b1-b564-91e1d20e9a75,1
fcaed0d6-736e-4a4d-8925-c5e215322012,087dbcb0-74df-456f-9bc8-a4536c12d2d8,2749cf09-11f0-4904-832a-1ee9fe85f048,7
8b1e35db-3539-4b25-ab5f-4a375f93f2c1,a9d84f43-5658-4a9e-8b63-0d13c1482ced,4ec4c363-260b-4b0f-a7bd-82cbb4b9f067,8
cb660fdd-503f-417b-8e91-d7affeaf4b3f,99dd72cb-39c9-491f-8df5-501884685f42,0f4ce1f7-3e84-4305-81b4-ee7ba366cbd0,5
7c627a22-569f-43e8-89ba-22bfdf6790b9,fe886917-16f3-4624-a99d-b5f65d064a81,319d9b67-37c4-4f5b-a0b3-752e1d58e5b5,0
9e9eab0d-928b-4bb6-a1d0-e24dc5e2e7df,eadd389d-69df-46c6-85d6-7e9d5814d9f2,4e2673c6-7a7c-461b-b735-3b1f08ac2a88,4
a6b772ec-3fc8-47bd-82ad-7b99d67376a9,9b835ccf-5c62-4513-afc3-3a5873204511,a76b4cfb-a670-4955-9945-5c13b54fa3b9,2
c116c3ce-5899-457f-ac27-b12bfcaabbc1,d3a035cb-10c7-49a7-b96f-f4ed180ebe23,93554db9-902d-4e33-9e26-9d9b004bb4da,5
02f5f4a9-2743-42af-bd37-a1e8ddd4cdcb,340e828b-b344-4a3c-9ecf-ba08c375251f,42162b87-4dfa-45a9-b165-39f997694b03,3
d1f917e8-a8b6-41b2-ab95-7357bc3c1946,da4a1f53-1cba-4999-8bb9-38835fd6b68a,1f179d51-cde4-418a-8673-5a24b1ecad29,0
25027bca-1546-4ff5-a864-f032986446c2,ce37fda3-ea00-4d7a-a4d6-b43730b6e2a5,4e23b579-8dc1-48b2-963f-30aeb9f5aac2,10
8f5534fe-c756-4b50-9beb-a677ee8decc4,250acf4c-c35b-4593-ad91-2b4dbede4ea0,c7b3a232-378a-4818-bd3a-40a97e3385fc,0
0151f18b-11af-4554-8e35-a9d64a9b66dc,27e10e72-6339-4c63-885b-383307d18ee3,631a55ab-552a-4eaf-b63e-54fc38d61507,0
9d2e4c90-f33c-49a5-8b14-e86850448a0a,e3a11593-ff5d-4cd2-b30b-717e8415a370,0e08d430-aa64-4826-882d-bcfb48ef5281,7
0a98f917-40a1-4e92-b9c6-4312cb83dd7c,665f0bbc-fe78-40fc-b197-11c9233874f6,d03ee04e-e311-4832-b8ff-ae8636fab91f,7
74066a9c-0645-4545-b74c-954c8a2d1bc4,8205d236-b61a-4cb1-9059-add0e7939788,5e9d4d8d-e6aa-4d69-8e01-20054a5c8fd9,1
cb60c65b-f91b-47f8-8e84-27e9feeecdff,f79f3e8c-a52c-4a27-a130-0aa67f6647fd,55688e1a-19c5-4763-8c12-f4ebdff71d79,0
9b36e1a1-ed4b-401e-ac32-96d007d294e9,88632624-67d1-4c95-b1f4-1904c8867a50,e0d555a8-97ea-4e5b-863e-61a65f16dec2,3
6c90959a-900a-4af9-92e8-714370f62622,a44cd55a-8f26-41ec-8dab-a09603f08d8d,83c209fe-98a0-4351-a2a9-9739a4281813,1
71c22699-3cef-430b-b153-66f25e73ab93,85661c43-504c-4239-84b8-96b6ad21c653,06b1f8aa-6156-4cf1-8059-f272883f6e94,8
99ae913c-bd9e-44ac-b776-cfdc9c243f52,f9ea7ce1-24a8-427b-9280-c123edbc7931,99cc69e9-cf09-4b00-8829-094e01325227,1
5a4754d0-4944-46ee-8d0b-40ed024fdfb1,7e42d5ed-55b5-459c-be12-68053d01fcfa,743b984e-72fb-4299-b847-27c23b3777a6,5
ddae6a1a-ab84-40e5-b8d9-c2167a19085b,94c12acf-68cf-4c72-bece-66822ea59e89,01be8f6d-ea79-4065-a8e9-3427ebb617ba,4
1ef4c4ec-1282-4900-855d-be7048bbb0f3,3c78fc79-2295-44d2-9f1c-fe542bf22944,8fe8efce-0635-4e6c-9419-d07e3dec9fa1,4
57334bc1-5b91-41e4-854c-e406a0e687a6,4c6c0ca7-574b-49dd-9012-edad80ac546e,da983c0b-9c79-4300-8b3b-60fc3e1f84eb,3
143c270e-6170-49b6-866b-d394cf246ff1,4e6b9130-7951-4da3-a870-700576a5014e,ea5e17fd-02cb-4390-a583-b350b6ea1a66,6
c5f048a5-5e75-449f-a281-a883e36b398e,324a376b-ed7c-42e4-8dc6-060905e60894,ab4bcc70-b407-4050-b72b-cbb981328d1e,8
8ef2f8b4-2dde-4313-a2a0-62d9e9c7a508,160cdf2b-e307-4cb1-ac8b-849257f9334d,0d570699-f2a7-4a16-a72e-d60827a71c85,8
e485eb0a-f4e0-46e3-8c58-8a2dda1c9127,3427a743-d32b-4dac-962e-e6b2549ffc1f,7c13b7aa-bcae-46a7-8c23-614adc097ade,9
aab24bc5-91f2-4990-8f2a-4a9d0aaa1c77,4b48aa87-6d17-4202-9b72-b128477ed5e3,e8657f85-1473-4d4f-89c7-bde7b3b958c3,2
a3f3efc3-2069-4eb4-a50b-fb183474052b,9cdc8810-1ae1-4a79-8c5f-89de104ae2b9,19602082-f248-4da9-895c-126be47fba1a,2
0a14c444-215b-421d-ae64-8cb517673dec,85661c43-504c-4239-84b8-96b6ad21c653,eaa9fc43-0ad1-4c2d-8ca4-3cb951b31454,0
176a4eee-1811-47bf-a30c-785358153002,4f99ef23-dd07-4e86-be3f-ba04d5c316fe,7bb87cd4-605a-4dc1-80ad-68d6edd3bf06,7
259f5585-eaf6-4f58-a218-b8559b02ade0,cc613203-7832-458b-82fc-ace7c4015099,35c4e7ac-2a41-47f8-9c5d-e83781467c60,4
deee407c-1ed2-45d9-b8e3-b06ee49e0559,6a63e55a-22ee-41d9-ae25-ef9f003ed2e7,ed3cecc8-1ad2-4f94-8178-3dd8b4a59d73,0
8bdd9f69-7ef5-4446-ab26-7cde2002df65,9bf006a6-da4f-4c3d-a368-7254073289da,b981219d-bcdb-4bea-8fea-4fa657af3c11,2
590f3839-ba02-4eaa-811b-3e2d4fac54db,364ef8f2-5fc0-4ca4-b54e-f095afc37697,da983c0b-9c79-4300-8b3b-60fc3e1f84eb,6
bff63095-aa85-4883-ba77-8a309a3ce298,11b752f2-f4b1-4227-acea-98e75c8b2c3e,7e8bbc85-0f42-495c-a7dd-ebfb4d4eb915,10
f70f4629-addf-482b-b405-9493030fab19,8205d236-b61a-4cb1-9059-add0e7939788,c896a906-8f8d-46df-8110-533d5b4ff929,3
f400eb37-a853-4416-8274-5c5d9ea776be,c831435c-be85-4045-a856-ab5ee31e43ac,6efc5d94-64a2-4066-b3e6-5d8b9fbb340c,4
f20a0c35-e823-4abf-ae81-057ff4f9b5ac,3e785ead-06dd-45ec-9138-6c0d9ae7e2b1,937fbc90-dfc7-487a-8127-d01767e94dc0,5
ba8d6129-791b-42ec-bed3-d5396f73a526,a902b097-1c29-4a49-98cb-cc3dcc045b3c,1b1c1328-b846-461c-b25d-3c06308e01d2,10
46caadf7-3a55-4783-9a8c-00460d0f8d3c,35daa2e0-f6d6-4cde-8c6d-2c89e60ae970,a8d44bcb-a1a2-4cee-b0c0-a7d37f909cdf,8
b6f74249-4608-48f6-87a1-02ee892f66fe,af3fec33-76bb-4a5a-b5c4-7a37120af3ea,2a4ceec5-ac89-4180-8f23-df02b341d171,10
9f25b284-9208-4898-9dd9-f747295320fa,72d26b2f-cc68-4780-9119-6bbc057736cb,041f85fc-92b5-40e2-bbbc-ba2553e3a582,6
23d21fc9-044a-4d74-9c7a-bcc4e7aeaad9,c3060d6d-93db-43eb-8d84-06191cd46f00,645b8dce-0e63-41f3-99f5-be4da0c9d679,5
64d6cf6f-5ddd-447d-b8a4-e053f7461746,25cfcc55-75e8-496f-95bc-b846bfa997e5,4c79e803-6b45-40ed-92b1-2793a5ef4ee4,0
31e19fce-ffea-4f67-ab37-40be3619cbdb,21cdb7e1-1efa-4a71-bf50-349b98948135,52ef99ae-a00c-40a6-a2cf-a081f1ee0203,6
8593780d-0ebc-4a66-b4d3-3ec57df5bafe,3402d1a2-fed8-4435-844f-0ff54a9724fd,d232a8d2-20e8-4a51-bb74-9b0c0fed884a,4
1a019099-005a-4473-8ce6-a5edbac99742,0ec3f695-fdd3-4352-8bd0-09237c259764,4c79e803-6b45-40ed-92b1-2793a5ef4ee4,0
304c89cf-c69c-4231-820d-3c83df76be57,f1672fbd-03fd-4282-bfe2-c30311db372f,c4ad60d8-bf3e-4007-a940-a4dec8684c1b,8
5d94e4b7-aaf7-44aa-a093-da264997ef7f,f1672fbd-03fd-4282-bfe2-c30311db372f,22137aa4-2dac-456f-b973-60a78f8de1cb,8
38af8eed-b494-45d0-b972-8389e89fae5d,f0ba09dc-736c-42aa-83d1-dc41a43cae14,08f33f0f-bf58-40fc-90c2-3ef231d9319a,4
a2b8566e-a24e-4017-a337-9fe88825a1ef,ac5c0d05-8491-4b98-8a0f-ff8b3189a5cd,4e24b2d4-29b5-4353-b48b-0fa38d000487,1
e3fa9ea7-d20f-4976-9a29-7d6d06a1ef5d,067d0ffd-4641-45b0-a72c-15a1d304933f,46ebb167-0a26-4876-a628-2f5372604f34,2
1a665c9d-56f1-4d37-8615-eb7f81ea811d,1b231bc3-4d39-4a68-a187-e74c5b24e316,ab4bcc70-b407-4050-b72b-cbb981328d1e,9
aba320cd-c98c-40b1-9966-d0685a5250a8,3402d1a2-fed8-4435-844f-0ff54a9724fd,df448e01-3a05-4a4e-a916-89d51ad4f945,4
7c32a451-ce90-4173-9efe-4031d12d09c0,49c75910-aa2f-458d-962d-ea19328810ab,ec0467ed-eb5c-4ae8-84a0-ac4d74453a95,9
7d626000-1956-4a01-9ff4-cc4d6f3e9010,89b7d155-5901-4d01-a7e3-8c7ff48064a0,5f10a61c-c389-4ef7-a22e-87d34aef28a3,4
ac62667d-6229-4ed1-a86d-d283868b988a,a24c9ef5-6f8d-425b-a90a-75612ec09eda,8ee44662-7713-4dbb-9873-99db94dd5a8b,4
e1f51712-b4ed-4590-a8a8-2ebddcd2bb8c,36133304-909b-4e13-ab45-af7d4f05eac2,9701dbac-4e31-404f-8534-6b7cd2622ce6,0
16c4e763-1392-4bb5-a436-c179677e9dd7,872aff69-185c-4b29-baf9-a8173ff1b9ea,cf30729f-0c9e-4aed-adac-8c19357e8735,9
05ad9125-f261-43a7-8540-71adaac17227,7301b6a9-9efa-49d3-a192-eed512e8ed02,3ecba86e-8c61-4ab7-8638-f3a4e0bc0e40,0
83cac8b6-fc67-454e-8080-5bf07c167d93,c3c75197-f32c-42f0-9f95-ef037ce403dc,97146e0b-2fd6-4915-bba0-7e09f8eb2e70,2
a6c8c230-78b2-4d65-8ff1-d8c262d9bfef,a3fdc699-cf84-4958-b965-4ad1824cf3a3,8eede40a-6efe-45c0-87d4-c3873111f8b3,10
f2feab36-72ea-4c8a-8a28-cd22475c3d2e,6a39c24a-f90e-40c7-aaae-bfc43d060739,ef1acb76-c725-45ac-8273-8f5c84a15233,5
1572ddb2-2a7b-491d-9079-268bd52898b4,1651d6d2-7345-40e1-b558-ee3b06787471,db6937bd-b114-479a-ba64-5d6b4cdbbf24,9
6d85e85e-f5c6-4091-85c7-6024d08b4584,da8f684d-d8de-4554-a602-bd7df8b9c6f7,6af3900d-eddb-4e35-ab08-97bef1204fd2,1
48dd0322-fa5c-4cc1-9cd4-64aae56b0a55,0b526f41-a544-4c10-8767-605e8a812cab,5ef0c19e-43d2-4024-968c-2b4cd0a62320,0
f813fd54-567a-4ccf-a4be-ba2342b73a2d,d0712983-a9ef-44c6-9147-31995e701702,43186f3d-ecce-4486-9b4a-d98543454926,6
e7950c2a-a041-4f6b-a7a4-319e244d949b,8175aa84-a10d-40cd-8b41-a975fae24cd1,4e24b2d4-29b5-4353-b48b-0fa38d000487,9
c6df69cf-3bab-40e0-b5b1-059f60f251f4,5133e47d-caf1-4f93-9db0-f5fa5a915b76,7484f208-da6b-425c-8738-cbbdeb216ef0,1
3bfb2444-5506-49ba-97cc-ac7143d7d2f6,13729a54-e6f6-4a58-a33e-3a909e2fd6d1,a76b4cfb-a670-4955-9945-5c13b54fa3b9,5
51604e08-406a-4e4d-9fc4-c3964dd9e24e,27e10e72-6339-4c63-885b-383307d18ee3,db36d443-f986-473c-ac13-437c1bf76985,5
d98ae682-92cb-4d2b-aaf2-88f12c3ddcbe,38235da0-f71a-4123-acae-e286086e78db,80be5cc6-534b-4634-8add-159445225b6c,7
b9bb03d3-5db8-4178-8525-c0aee6170f6d,76a0bceb-e6fc-4de0-b1ee-f9bd3ac813f3,814db2e7-81f2-449d-82a6-0339bf035283,8
ad557f3f-5c9a-4f14-873b-af40f321a547,e55adcea-88bc-49cf-9662-780f3aea136d,7fb81259-4dfb-4985-9244-10cfe0d56831,8
cd58f0ae-a536-4230-a6a4-b0117816f193,76a0bceb-e6fc-4de0-b1ee-f9bd3ac813f3,9dc3cd2f-9b79-4c47-8844-dfc43b3ebb7f,0
fdd093ec-5109-479d-abaa-beccc92c0c03,99abe2a3-6641-4021-98ce-ce3f8dc65684,d2a3e8ed-a639-44c9-b23d-60ed1bb24475,4
8f5e7923-2d43-4c5a-a97a-f7bb1bdb914f,c53fc711-bb23-49fd-9d3f-4773bb59031a,59e32af3-5876-4254-9681-4b2c73ab288a,6
49ca0beb-2170-4112-a71e-7591885f5d16,74afc6f2-a535-4b0a-a13c-561d19636948,b40f3a93-2963-4b5b-b234-ed178e9072f5,1
27f7c46a-6ad9-43fc-ac28-b2fab4382ae8,f7a56ef7-f12b-46fd-a9bc-7f1e55dd86e6,7c13b7aa-bcae-46a7-8c23-614adc097ade,1
2c1576b1-fccf-4353-8738-589294e3fe4c,2c5b02b8-622e-4e62-b9f1-79f74396e72f,0be37ac2-09a1-4487-8833-2d162ef91cd5,8
d1cd322e-147c-44cf-aec9-c7fc179437f1,74bd249c-b975-4658-96a4-82854d1a2940,993acee6-9810-4276-b4cd-075f2f25737e,8
57f918dc-1b58-4957-9f86-c9749542b06f,2ca71110-0741-4b4e-a5f9-e62527f66135,d0576afb-81fb-404a-bec7-6fcee10ae604,3
abd5931a-178b-4ebf-b27d-d08b5cfc55f7,c5e0f58e-13a5-427a-9787-8da6cd808cba,9bee542e-372d-4c9b-9716-5a4661c059ff,7
a6080c7b-0122-4cbe-adcc-1c92959e56d6,d8d5f8ab-0ca9-4db6-bb78-7e3432569025,383a1ba2-e664-4e30-b3dd-0b008f6e9938,2
ad9a15fa-07c2-4daf-bb61-176e4195a854,c41dc8a1-dd6b-4653-97de-49104318eeb0,9bee542e-372d-4c9b-9716-5a4661c059ff,8
e1860f6f-302c-40cc-b3fb-f31596367805,8340828f-29d1-4aa0-9166-4975b4f085c7,f1ae239a-1f96-4b97-a099-0f3fc87d3aaf,1
ad19e705-48a9-4abc-8a19-3cd0d7d89182,30d36163-3afc-4674-a865-718d412d3a38,87a396de-70d4-4a71-80c8-b3e8036bc2f9,8
c6731bd0-a8be-4881-b8f9-42d2ff1238f6,e85950b8-b10a-4fbb-900d-55c93ff8ae10,f74b096c-67f5-4ea4-ac2f-cc432e4c07a4,0
1709560c-2e74-4a57-8bc4-e5a995510900,665f0bbc-fe78-40fc-b197-11c9233874f6,08f33f0f-bf58-40fc-90c2-3ef231d9319a,10
6fa58dfc-c696-4367-bdc3-9b76e26cc884,2dc08f5e-1271-4884-bd5b-8f60fabcb032,cb7512fa-3569-4357-99ea-677b36487688,7
09b4979f-58bd-4e52-89a2-7eb648627dd1,35dd7b77-b2f4-4c52-b0d5-fa49d0f379c4,aae4e49e-30fa-404d-8707-cb52631ca6a7,9
b8a10995-80b7-43ee-a418-3d569e122866,da37547e-94c9-4ccd-a579-1df0a04bbf7e,87a396de-70d4-4a71-80c8-b3e8036bc2f9,9
39a58ecb-6d95-4395-935c-7e89b5b0cd35,8dd43688-f006-4e57-a04f-dd5c7cab6331,bd2b4eef-c54b-469b-a08d-26dcc0eafaa5,10
8bc4fbc9-14cb-4a81-8100-053b3baa6818,6d2b7208-ffaf-4e2a-93e1-6363446f3e03,c4199c66-6d1d-4e48-8ee9-918a364630dd,6
1e6219a5-ae8c-469f-86f6-40cf5b4ee3d4,c1c0046a-6cb2-4d2f-b03e-3ce04010a5ed,709bd8de-be46-484a-a028-ec9edf476a6d,6
8192798c-801d-46da-b7a1-9336de98fd5e,26a01bd2-8b75-45e1-a90b-144e1f970a14,df448e01-3a05-4a4e-a916-89d51ad4f945,9
53526f20-6dca-45b1-9b18-29917fd6ba6d,3a0ca057-8073-4974-b259-c4acf54fa7ce,def0a5e3-c6c8-4aef-9b39-3d9d76ec545f,9
a0e2f089-083f-4df4-8ec6-6da41ab7f188,81dd112a-4eff-429a-9c4d-7b42c03e94e1,4272189e-d0a7-49e3-9534-961f5115f547,4
30842ffa-0136-480b-a6f6-2629c219e448,c3362978-3ff9-4ed8-bd5b-6befe6ad5d69,09b97271-0e0a-4f93-b129-ce75bd18eb5f,3
760c0580-83e3-44df-bf99-88f031e76916,6518afd1-3ccb-4672-abba-8d9be73c67a2,97146e0b-2fd6-4915-bba0-7e09f8eb2e70,10
84929493-59f4-4f49-8e63-91ffa578d879,34039cff-68b4-414c-a907-a1ce6cd890e7,32ebfa08-c6d1-4433-8695-565862b440b5,1
51ad67d2-aeb1-411c-a834-c187390aaa73,be169630-3eb5-44f1-b65f-0a20b9d7e576,e36a6dc3-1b38-4cae-a1bb-57570c537755,10
6807302e-33c4-4937-8e59-d180863abab7,25b2d7e2-dda7-463c-b67c-3d604965417b,1f179d51-cde4-418a-8673-5a24b1ecad29,4
0d436a3a-20c7-4ccd-9a1c-ea4f03d3fd05,2b4d6b4d-2574-41d1-b9a1-9874a0a03783,7f8e7328-903c-43c8-b1de-46abfca8886f,0
252c7181-0c7b-49b5-a1c1-3edd5ff3f8f1,004e2a62-d5e9-4cba-b682-fdbb6b486e0f,78c9e84e-970d-4228-8fb9-ee6851b7f8b5,3
4ed6800a-4909-45c0-98b3-69048700cfab,a3d995b9-1bd8-4a75-ac4e-b6a84d581749,040380f9-2ff7-4aa1-9a86-ec4bd942d8fd,8
0d416a02-deb5-4aab-9628-46d044efb253,fa57a21d-a047-4e7b-bcf3-a17ec8d560d2,c9cf5a56-dbd9-44c5-a9d8-39bb72dde035,10
1bc03dbb-5e73-42a8-a763-1503aaa80bdd,9df43171-6e27-45d6-96c2-e93bdef00297,ac1d8169-c4b5-4088-a6b2-6bd9339cd713,8
1a7363fd-6bae-4c18-80b9-540b08ee2743,be597d39-ad21-432b-b19d-dba5452892d1,8470644e-42f0-462a-8148-a824877a198f,1
9fb7611c-ae3a-4f97-99c9-2812ccf4d3dd,7684ea97-d0df-4bdd-a112-350a1be46450,a4269640-5c03-4e7a-97f0-dfb019c1c512,6
caa67638-b74e-47ff-8111-c2b2ad291255,25e231eb-bf86-4123-9872-68063ddf9b85,f065b0ff-5852-4fa9-9011-4b53e107abc9,2
1d36313e-ba5f-428a-a6f4-c798bb3b6e8d,6faed542-ff17-4cdf-8dbe-9c5944fbfe9e,53b42ad6-3201-42bd-836d-23dca9e34f9d,7
deb08f1f-a44b-430d-aa5f-4318286a83a5,9a5f6991-6ed4-4f49-bece-150420ee54e9,8ae0c99a-d8cf-4e21-9b71-be0faf07de05,9
bf85c7ee-0d90-4bab-a6e3-91a4a3f276dc,9d599787-ebf0-4a59-83f1-7376cce4b349,61370986-3654-4171-a6ab-72a1bc783f17,2
cbd107c8-a762-4dd9-a399-6caa48469c6f,33c177e3-a432-4e4a-8ad5-365485cd184e,078a5594-5b2f-4b77-ad68-2a30d80c417b,2
153dc952-1e92-49bf-9dbf-adac5c805e61,d3a035cb-10c7-49a7-b96f-f4ed180ebe23,c9c5e9b9-c097-4a75-9d35-5c11675c8cd2,7
f7d5a51b-3938-4fd2-b9f4-653f8f91ebd8,df2f4993-78b8-4390-b00c-980f8d8703c2,ba2dbfd6-8981-4bee-bec0-7747477e595a,3
899dec2b-ea44-4423-a587-adc97d1940f6,7684ea97-d0df-4bdd-a112-350a1be46450,2a346ca6-b436-456f-aa5c-77c4e98bf488,7
66baac9a-c957-462f-83cc-4629763231b0,a23a312b-07ff-4c8f-a350-8b5deac0d2ed,0bb9f0af-2e8f-42df-8215-96815277a1d3,0
0eafcfac-c341-42f0-ba6c-6400707f2b61,9e32fbac-d393-4a8a-9212-83b5b3cb0192,5bc50a1a-7af1-4fb1-ae9a-d3a20adce919,0
6acd935a-2464-4b3c-88b1-eab3a336826e,8015f63c-58e3-49a7-9e5b-3c9f1d9b2dd6,e36a6dc3-1b38-4cae-a1bb-57570c537755,0
51dffd15-f0ed-4964-8b3a-58580c8007b7,2ddf15c4-5fcd-4a46-bb84-c7cfca037f68,1397b3ac-a8ae-40e2-9341-2e667a95936c,6
6e3d820e-7b5a-4b70-9240-4f108a5d45ef,64906c7a-56cb-4829-8701-f302dbcde78a,ba2dbfd6-8981-4bee-bec0-7747477e595a,7
37664f76-d58d-4df0-ba3e-9790e2b1e714,73357a8c-7b14-40bb-a3eb-2e70c373b1ad,b3a7e129-ec71-4b23-9f5d-585766e7244e,2
f2bbce9f-89c9-4290-b219-de7abbe3550d,9a5f6991-6ed4-4f49-bece-150420ee54e9,7375e1a1-4a93-4ed1-8f95-90d49c87b045,6
83d577af-3d45-487f-96b0-198a8148d683,f97c8c5c-f55a-47ea-b604-216dacc4e271,bfe357b8-fbbc-4b81-bd30-59482c831004,4
083088ce-78c4-4598-85c2-58f6a8ef46d9,35dd7b77-b2f4-4c52-b0d5-fa49d0f379c4,c70f7be4-d31b-4c31-828e-d96fe56cd290,8
2d5726f5-e048-4848-99d5-cd4fd5c23536,7b75b783-d8ac-415c-9c45-4cf4e4f84f8a,67eb3246-fe91-4be7-9726-b8b019294515,1
ed6524aa-8583-4484-a811-1a321be83608,3e8ee86a-a5bb-4a35-97c9-79d9bcc53651,5d9a70e2-851c-45c1-a957-0890c250ec39,2
32febccf-dabd-41cb-a489-0dbea44a487f,f03429e5-b7ab-411d-aefe-45e9b003e1e9,8ee44662-7713-4dbb-9873-99db94dd5a8b,1
6850f575-2d88-4811-a0fd-863f3d478661,efdb9051-9704-49e0-9360-ab07fd763905,a179515d-5173-43c8-a594-ce1cefd3fdf2,9
4b154fdc-f8f3-47af-ad04-2ba4a17784c5,85d3f25e-0d4a-4349-85d4-e9d7861f4abe,4e24b2d4-29b5-4353-b48b-0fa38d000487,3
d95e52a0-35ab-4aba-9542-d2dd29fbae1f,fa3e5eb3-2519-4e7c-933e-ed4b5aaa8b5e,b744fad2-c5e5-460d-ba70-a3a8e19106d8,6
c2654f87-2d10-400f-a1f1-c7632a426d44,cb80a973-e056-4bdc-a0b2-6745a8a408f4,631a55ab-552a-4eaf-b63e-54fc38d61507,6
f3885a94-aee6-4b3b-ace4-32deef7e346e,dff934ef-98c7-474f-b4e0-de51e7203a50,894d155f-9709-4ed4-916a-b01b93393013,5
8107a5fe-84c4-41d2-a859-295027633e84,cc77be22-ea7b-49f4-a5b9-ab6e3c089fd6,9a261e22-52c5-42ff-8a9e-33a648fcc6ee,6
35d53a22-728e-4f50-9160-5fd03d149060,bd157d0e-a14e-474e-898d-4b4c26fe5225,22bb297a-4af1-4f25-a861-6727e7b925bc,6
704ccc30-32be-4690-b0f8-53cac0680ccf,6fd51742-5e90-4c1b-9f20-29848c1e6d4a,0d53fd3a-5c09-4005-af03-1b81e835cd8d,1
c26c1bc3-c5d3-4953-a30d-7f374c6d9e14,b1bcd582-34be-4720-a0f1-702c1f807937,506cdf85-258a-4bcb-95ae-0a1fdbaa8535,0
db6b2ed4-b5e4-4c93-99ec-b4f6e27a0cdf,91e4066c-cd21-40b9-a494-d78870637605,9ae447ff-2dc5-4f65-a8eb-2354a027cef9,3
e8078109-cac1-4830-afbc-57dc0a842a7f,1f46ac39-9803-4811-bd18-4be2c9cee901,2d0ff396-424a-46fd-812a-09f0e549ff74,8
66a8a2cf-9b8f-455c-b1d0-8733258bdb08,9e6827af-877b-4e3a-b954-e1bedaa71d58,2f0885fc-751f-472a-a087-7ab0ca46da7e,6
d6d227e5-8232-4f85-bfbe-8cd18eaeef8a,9ab04bc5-a454-4fa7-b600-c9425b22935f,78c9e84e-970d-4228-8fb9-ee6851b7f8b5,9
92610102-be32-4a32-9e59-cf188c317eb2,56a4e306-df71-4935-b562-51ef41cacfbd,53b42ad6-3201-42bd-836d-23dca9e34f9d,6
54babfe2-b071-4290-8f08-b5af5d9aeb27,9a08181f-e4bd-4472-9be7-47e2b5a95901,22bb297a-4af1-4f25-a861-6727e7b925bc,9
bc961011-8803-4946-b687-d27e32c27118,97ce0607-0d08-499b-9c81-db3b44c8cc1a,2c4be9e7-5336-4212-9412-972b4493acd5,4
90d4efa5-2caa-4898-b8f0-a7ad10dc3c4a,d8521d24-e842-4f36-be55-2eb01aa8e955,9440b8f7-014b-4379-a7de-a8f30f1e7bc3,9
2cd193be-2aa1-487c-99bd-4756b9490630,16ededae-99f1-4e58-b949-651208a48a2e,510fceca-15f1-40c3-88d9-5136c25b43af,9
3050bda9-a526-403a-bc88-04ff8bf9b11b,435c7fba-83e2-40b5-b2cf-2b763914aa75,d0eeabb9-f548-41f3-b12a-05c2ca51fc88,5
a3ac94e5-2f43-4bd5-b573-74be969f42be,652bde90-9d4b-43bf-8765-2781558a08e6,35c4e7ac-2a41-47f8-9c5d-e83781467c60,4
c93536e8-03aa-4b0b-bfea-fd5e7c28d715,5356d211-8c8b-415c-941f-850df7aa5946,f35211dc-b9c1-42c7-abdc-3ca8775d94dd,9
396cbbea-632a-4414-bc5e-187cfbe9c34f,cff4ff39-1b9f-42ec-a6e5-064e8aebf04c,8ca45017-1293-4090-8100-43e5099254af,4
15d6608a-cbc4-4904-8984-9dfcc977e29b,47206a4c-f402-43a7-88d5-9663e5c4b083,b981219d-bcdb-4bea-8fea-4fa657af3c11,2
edd394e2-59dd-417a-9bd7-c2ef3e54719c,bcaea7aa-cdeb-4067-9e72-370eae760f74,0bb9f0af-2e8f-42df-8215-96815277a1d3,2
3d0e7a7e-c4da-4f55-911f-ef544fb10046,b54bed83-46a4-45f4-aefb-ada46b580d88,df6d35ff-d57a-4cbe-b206-7fd2d6d54b9f,10
9cc7e720-bdf3-4c15-bd61-051ac4aa0ee8,d7a6d388-7a78-4aad-9121-75b71f1ba82f,c7018df6-9b27-40c5-84f7-d2942d7d6074,10
82d75754-4faa-4ab7-ae30-a6ccfcfd7f7a,377a5d60-d8fa-44fe-bffc-87e19bb0b1ec,0ccb8dbc-8092-4292-b975-c5fe5ad6deae,9
9a51a049-e7e3-4b7c-9ffd-a68bf0051b4f,79c41f6b-29ee-46cf-abfb-8ec4579e74bc,55c9a6d9-be7c-4a03-8c6a-7a93ff5bfca6,4
143cad4c-30ee-4baa-b36d-689b67f21e05,4133b682-0d1f-497c-a2b3-98219a96a187,f014056b-d412-4366-8f42-da22b97d5f7b,10
fb0a2396-b5fa-4ce5-88e8-320035973697,b7fe0deb-9049-4de1-a596-0ecdea5dfcd4,faba87d5-d5db-445f-8457-d51a5b2a4a71,9
