id,name,description,coord_x,coord_y
00382551-af3a-49c3-9546-a077b7e58ecb,Teresa Hills map location (point),"Information Mr week century man cause need word. Various book remain.
Minute we nearly decide. Child smile rest particularly affect their whether. Standard positive really carry truth.",9.65,22.53
b0a2bbbc-6db3-4c1f-b96c-f98b9c2ea619,Boone Creek map location (point),"Service campaign task speech manage determine. Power shake economy summer address hit.
Either true admit. Sit democratic behavior imagine according. Take some their situation general offer.",14.53,21.49
8df1052f-4de2-42b4-bce9-c2bcd340c32d,Duarte Club map location (point),"Material share feeling may win country allow purpose. Either between could expert relate first among.
Trip task stuff detail. Industry add answer available share can degree.",7.29,21.87
4914ed6b-4234-4003-bf77-0b8a862b75ff,Joseph Plain map location (point),"Modern certain agency care. Affect enough actually environment.
Already listen stand which. Five politics including idea.",12.35,20.43
13596cab-fc39-4aed-9ef5-e50dc20229b7,Amy Ridge map location (point),"Behavior evening wind federal picture. Away growth college billion time later health.
Stop also foreign use. Audience pull pattern Republican develop. Meeting deal could those turn behind individual.",13.36,23.09
ab2216bd-4c5c-4a0d-bcb4-4c26cc4c933d,Harrison Ville map location (point),Leader off political soon tend detail power rule. Game carry reflect bring can perform.,11.77,21.02
efa271d6-81a6-4446-a243-4dfc4c1b3f78,Stewart Wall map location (point),"International ok street south. Base shoulder take walk. Image question hour usually.
Edge military little for feel Democrat traditional. Memory avoid past among.
Deep method appear senior executive.",9.62,25.73
72ed45c9-9cd4-43d8-afdc-c9962905de89,Cynthia Views map location (point),"Allow consider will write push like.
Skin early trial fine capital sister. Against participant need class speech.",12.1,28.76
af377bcd-c554-4aec-b379-23189e620bf0,Jason Shoal map location (point),Five science fund pretty recognize worker among. Challenge fine eat as production fire opportunity. School guy police such suffer.,7.27,28.52
a0731ba3-693c-40ef-b526-f6d22b8c9360,Sweeney Gateway map location (point),"Manage blood those would actually Mrs democratic. Property change suffer factor year education simple ability.
Left practice teach heart. Modern life American. Late center worry.",11.7,26.23
30f2b791-19a4-4b63-8ef1-c5a30ff6b38e,Barrett Hill map location (point),"Move Democrat discuss project western member enter.
Join car find begin kitchen race. Nature through event around miss executive east. Ever role help.",10.3,21.63
0a1e31e1-71e4-4c5b-b3f7-8bcc0b2cfad4,Gray Wall map location (point),"Bar wide pressure myself effect. Ready where project detail. Method hold girl man.
Past benefit few understand condition life note. Quite learn administration money lawyer.",8.3,26.0
e009e381-19f6-4590-a558-d9cbb9351026,Green Hollow map location (point),"Field city then whole quite commercial.
Threat military public check difficult continue.",12.65,23.75
5e2b0857-06de-4de6-baef-b394564406f4,Romero Pike map location (point),Marriage father alone bit. Student wrong effect test gun but.,11.48,21.39
b0f38a41-c720-4dae-9047-b89749825382,Jason Stravenue map location (point),"Five week father significant choice. Professor education start morning where realize. About again word grow discuss.
Small probably treatment yet. Nation argue clear consider.",10.3,28.84
33b44345-3ac0-420f-b6e9-305f6a95d388,Carey Springs map location (point),Population early join question learn list. Change bed social enjoy buy oil system. Remember practice believe pattern material under response.,12.62,26.01
a2f0b6dd-7834-45cb-b326-0134a6a57dde,Palmer Stream map location (point),"Wait in none food. Response reflect meeting blood idea brother step on. Leader yes available contain opportunity remain.
Us at six agent ahead once.",11.15,27.4
f2993103-714c-4f38-afd1-496e9f821b9f,Randy Pass map location (point),Often heavy your sell ask. Appear whether growth while several success number land.,11.73,22.11
fc157c91-15d7-47d9-9a15-78459947abff,Davidson Ford map location (point),"Show receive single relate agree. Difference technology series when table century land likely.
Practice away time. Much compare hospital production defense occur shake.",14.19,26.73
03afd826-8343-47b9-81cd-d8cf4b1fa860,Smith Freeway map location (point),"Leave argue somebody risk one. Source thousand apply player.
Local side room beat good candidate. Stage why four yeah investment. Oil action hit same staff deep.",8.09,21.68
9e38a688-7b3f-4691-81f4-7441ae245a12,Casey Drive map location (point),"Also order those have worry. Tell behind game themselves technology.
Mean will single third letter value. Bag administration eye all west side.",10.02,25.69
3d6586a9-d393-440c-ad93-d66dcd8d4060,Lewis Courts map location (point),Address peace discuss big brother drug after. Type task history hard suddenly price. Support attack play response thus.,13.36,27.02
017be35b-95cf-46af-a022-edb94d64bbe4,Robert Street map location (point),Exist pass ready agreement night safe carry. Shake kid significant sit. Ever kitchen thing trouble.,7.51,25.94
ef8dffa1-0c6b-463e-ba5f-ef3c60787c99,Brian Turnpike map location (point),Speak minute on during common tree senior. Reflect leave billion apply practice why ever. On partner back pretty loss recent.,8.5,22.99
6f91ca2b-93fc-446b-b136-b7346263f896,Hall Islands map location (point),Nor early west either. Agreement chance claim me without customer bank. Network during history check all no.,13.73,24.27
ffba3a40-b76e-4803-84b3-2f55067c9d34,Michael Plaza map location (point),"Opportunity front play blood.
Different answer test street.
Choice apply significant affect. Small present point prepare media memory. Strong how around side contain. Record by care any establish.",10.39,25.49
2b1a9893-4ba3-492c-83c6-f3c60edb85ea,Tiffany Coves map location (point),"Lose build ask benefit middle maintain. Machine mouth likely. According hit my recently.
Chance page cell wear stand. Experience on enjoy name how. Tree try treatment recent father wait newspaper.",8.3,29.69
34addf37-d4ce-4ff9-bdd7-d019879ef19a,Perkins Wall map location (point),Professional everybody fact something occur professor some. About probably keep check impact machine voice. Executive huge stay.,9.86,24.11
e728d999-df26-4175-b9a1-d73aadf3d313,Anthony Mission map location (point),Leave thousand role inside. Lose kid fear audience keep easy.,12.81,24.78
9d66650d-bb00-4225-82db-1d28ad7b9637,Rogers Stream map location (point),"Late finally operation. Military try position top community home free test. Relate conference speech attorney.
Camera will modern off discuss. Assume entire coach court growth pattern begin.",10.01,29.21
a3fbba53-b77c-48b0-9fd0-33af42a31952,Lyons Terrace map location (point),Mission heavy tell thank play. That common six church fund forget economic. Guy order level.,9.01,22.47
fd3a6f67-bce3-48ab-a148-e83b968165f2,Katrina Road map location (point),Goal yourself operation wait side. Plant positive professional once team born about. Process yard as certainly simply report production possible.,7.28,22.18
d26c8c91-315c-4b90-a16f-05207022ada3,Price Villages map location (point),"Standard clearly particular save experience design once. Hundred strategy college if.
Method different soldier present Congress ground sell.
Billion glass order mouth. Under teach may yard first.",13.74,23.56
443ace12-9d6c-4383-95ec-e8a0303d3fcd,Mullins Ports map location (point),"Seat my red form factor memory. Wonder turn establish defense. Respond across order best sort simple work.
Happen address card rise economy. Large someone direction best room table case.",13.6,26.34
c40d0edf-d86a-4b0d-a554-a9e3ebd01acd,Shawn Cape map location (point),Employee goal discuss represent agree. Indeed could try get.,11.38,23.97
898b9412-ab81-4198-bf26-bbe597156738,Kristen Springs map location (point),"Wear walk worry. Score turn four show talk.
Goal explain method start general condition father. Few lose responsibility meet member. Bar even seem land unit past but. Only imagine until guess member.",11.71,24.55
52241c8b-3e29-4931-95a1-e730f2f3de03,Holmes Manor map location (point),Call social along determine. Future level realize actually. Create heavy see get sister. Understand leader international probably.,13.96,21.38
89665020-6f14-410e-9a08-2871cccd8156,Samuel Ways map location (point),"Democrat finish black book. Idea teacher really agreement.
Health strategy company opportunity team admit certainly answer. Prevent director best point ok major. Range according require whole.",7.84,20.0
d2571b05-9d6b-43ac-849f-18b70d4dfa32,Brooke Squares map location (point),"Help enjoy find. Over many boy stock heart at quality. Staff range church much.
Event citizen detail rock discussion me. You TV can begin trade resource. Too such simply face some.",11.98,24.54
514ea622-6d37-48d2-a75c-79eacc6bdc32,Evans Turnpike map location (point),"Determine from wrong bring.
Image return church general begin check leave. Main wife home show budget born else. Most certainly Mrs memory describe.
Of away impact news. Mother home maintain theory.",8.76,26.57
25d210f0-26ac-46e9-b05e-405da0438d43,Heather Cove map location (point),"Ground discussion price economy indeed test. Run drug best successful man own. Increase forward perhaps wear official.
Field half man subject. Skin cup whom else. Military such big.",9.81,20.38
ab650fcc-60d1-4596-a59a-2ffd26bfe20b,Marshall Prairie map location (point),"Even mouth could into others fill. Fear company often sea able. Behavior particular time her. I up list cover measure cost water throughout.
Ahead key enough involve very sound.",7.63,20.65
b86ee832-350d-4e44-a967-68882bb98c89,Rachel Plains map location (point),"Interesting character compare himself. Individual back environment walk within. Campaign shake different series.
Fly there sound certainly. Authority down certainly us.",14.69,23.38
9e55243b-e94e-46a9-bb3f-26908ea8eb6d,Warren Trail map location (point),"Provide successful pressure gun care sort economic. Real energy third scene. Western age field mother professor leader.
Blue theory vote. Paper less better example late what involve sport.",13.2,24.53
de84c9cf-6f4d-4952-be65-42ee321e1db7,Travis Crossroad map location (point),"Compare huge themselves compare rock. Star recently size world.
Special myself use ahead. Want during part throughout never. Time collection deep full or the over.",11.48,22.66
dae7effe-23b4-4f57-a9f9-2a6a00aa5c3f,Mooney Expressway map location (point),"Who back if success enough. Central none bar line arm.
Understand without theory market. Give buy leader want truth west figure.",12.15,24.21
6a005b33-225f-4976-9261-10cc926ebf40,Price Field map location (point),Improve force stage institution. Choice mention television simply near themselves situation. Its thus audience meeting so agency system picture.,8.86,26.93
62a83f1e-e658-4344-bd0f-1fde0e8b00cf,Scott Causeway map location (point),Buy should point ask today production. Material themselves politics clear popular. Find nearly thus which data quickly move. While top trial child case whatever perform.,7.42,20.38
0fbe21cd-47a1-4d0f-b5f8-2592285f4fb1,Davis Circles map location (point),Without upon well page people life within. Beat name Democrat series away. Movie work computer although.,8.49,24.78
603f0255-5f0d-4dd1-851d-89383f522fb9,Nicholas Ways map location (point),"Could kitchen push act Republican break ever another. Rock general any field. Individual day ability.
Property help else get. Explain especially bit peace here fight. Live say concern make specific.",12.62,25.03
fdacc468-22a3-439e-a354-81f8110d1daa,Clark Field map location (point),"Six instead simple someone again sort why service. Bag recognize today whom.
Rather field technology catch describe sign describe. Side success significant throughout challenge easy.",10.86,21.39
9b8f33ab-9291-4f1a-bb96-314000568d55,Walker Burgs map location (point),"Social affect newspaper baby. Soldier that religious of floor.
Blood evidence affect language. Trade mean resource civil the third. Pull most nation somebody skin because management.",10.75,20.07
86b93573-bc98-4e4f-b5da-6d844eaa9f94,Nancy Grove map location (point),Star key alone include attack defense forward. Election ability central ago parent. Pull speech table yeah rule some prove finish. Coach administration agent will pay such nation near.,13.26,21.66
6b0ba886-0c1a-4330-927c-e3f594980534,Bradley Wells map location (point),"Table pretty scientist class people. Those boy other dog.
Late relationship hundred research. Machine professional this force. Practice poor ten author radio need.",8.03,29.46
9af032f6-7c23-4760-82fa-9201cb4dd806,Donna Summit map location (point),"Agree describe bring safe.
Lay together interest coach performance. Day see them could grow road. Word instead itself cold. Develop role team dark rich.
Inside fall hot amount.",9.72,27.39
109ad3b5-dcf7-4d71-8cbe-e4d5eca3ec6c,Parsons Plains map location (point),"Easy exist difficult behavior first. Hotel type begin feel everybody.
People billion they parent serious. Blue hit hot night rather short.",10.59,24.54
706f602b-81bd-4442-a589-f66c1304147b,Lori Springs map location (point),"Floor cup write guess alone she.
Other long work ball former suffer. Itself brother dark risk notice.",9.17,21.14
1a84103f-dd29-4837-9204-535dee494ae7,Delacruz Meadows map location (point),"Fund pass seek continue. Age reach news fast help stand.
Art opportunity often or remain. Water themselves him go face describe. Make him toward believe whatever sort consumer share.",14.75,28.05
a0ab0e3c-3f3f-455d-8e3f-e2f2321e3c3b,Garner Square map location (point),"Energy owner company head head. Mother stay soon manager seven animal. Set reflect strategy other.
Nor water relate near age suffer strong. War should this grow available then hold.",10.39,27.13
9cf57be0-0c0d-43a5-b3b5-d5e5166b2b5d,Obrien Spurs map location (point),"In decade business popular chair.
Physical else authority.
Personal ok quickly finish. Hear off only here. Thought discussion hour report three agree land those.",11.16,20.25
5d047b65-c7ae-4a9b-bd04-2e02c2538cba,William Valleys map location (point),"Use well number lot finish usually choose reach.
Research book method grow drop. Dog good quickly evidence bar might. Answer author probably card current.",10.41,27.03
9febbf73-2db7-4abe-91dd-ed70acf273e5,Brittany Cove map location (point),Skin represent old meeting game black. Argue shake still condition fund best machine might. Yourself property poor ahead knowledge wife.,12.33,27.19
972b213d-8d75-47bd-a20a-142461b5013d,Hernandez Pines map location (point),"Clear each magazine miss. Plant bed within opportunity who production stuff.
Present remain pattern small ahead blood record. Choice themselves risk test a.",9.89,28.04
93d86ebc-f2e7-4f20-a759-2cd0df431d40,Salas Springs map location (point),Group local center likely certainly. Senior street majority. Hit far despite way laugh serious economy high.,14.34,20.39
6018e6d7-5397-4060-a1b7-4e48870d774b,Justin Shoal map location (point),"If they crime discover watch. Plan Mrs effort chance. Show fine environmental same early.
Where pressure since. Raise then seem woman the report what. Check speech of thing travel of.",9.92,22.92
6f1dd1a3-02ab-4b4a-bed2-17e411d47a38,Cindy Union map location (point),"Safe six today television.
Knowledge though require each before. Enjoy thank clear husband guy food someone.",11.52,28.75
3e5d099f-ac37-4ed5-8003-3539ee071a6d,Laura Spurs map location (point),Piece medical window management poor figure major. Policy need director stuff center. Machine there teach might world conference citizen.,14.02,23.4
12b11831-dbc1-42b6-b337-124446f68306,Christopher Drives map location (point),"Real treat contain focus huge week. Between ever occur outside bit simply.
Majority usually tree budget guess various case. Various out who total.",10.94,24.83
b283c598-e74b-4040-9172-64f585946e33,Hamilton Lodge map location (point),"Sit find line always game. Run agree spend show put treatment.
Represent key red. Ahead else four development since.
Eye watch state. Fine shake walk dinner together.",12.27,24.46
2de1017b-0416-435b-a326-e9df814899d8,Matthew Lodge map location (point),"Laugh hand war practice. Able smile theory animal.
Although drug why last new recognize. Think choice money young against toward believe as. Building pretty business while nor open claim teach.",10.08,28.99
d583aed2-e074-41b1-a067-e7425585cb07,Carter Cliff map location (point),Require artist government employee report new put account. Old window short seem sign. Clearly join coach rest light. Son bed better mean sport ask include tend.,8.66,21.99
fc25ab32-ee54-4d68-bb4c-b4949fa16db4,Simpson Vista map location (point),Point cost interview career imagine. Detail customer participant protect century total. Democrat son herself of back. Energy bar quickly mean executive bank expect unit.,12.89,24.36
7efeb55e-3631-4bfd-8e95-0eed0decad0a,Rodney Turnpike map location (point),"Hold also family occur. Know right consider result. City fine agent house age picture occur trouble.
Finish to stuff.",7.32,26.49
1d49ff00-df50-415a-b3d0-d7e7a034bb0a,Ashley Valley map location (point),"Decade rise question heavy woman analysis hear off. Shoulder factor draw ten western most.
Poor head Congress loss couple sing. Institution race five current wear.",7.52,20.34
94024bee-a5a4-4c43-a6e8-42a490ae3b1d,Nicholas Pine map location (point),"Forward we child work rate change her. Our develop model firm rise hand.
Congress reveal Democrat too reason. Note PM process if hotel.
Play water lawyer exist. Sign her present current act although.",14.69,23.87
e02b1941-6339-4b50-807c-d6df4a79df1a,Christopher Valley map location (point),"Behind thank begin year tonight. Bring within each care ever clear list.
Base whom police more capital miss.
Many own trouble each. Me approach seem compare.",8.85,21.09
fd7dca8d-d5a6-43dc-810b-98c5b4d04a3a,Donald Station map location (point),Ever bag week performance executive whatever grow. On establish knowledge blue end challenge back.,9.5,26.99
4053c723-e842-457e-a25e-6b23f4342e6a,Brandi Streets map location (point),"Fact be soldier it growth whatever trip. Democrat study leave. Large car choose travel ball let policy animal.
Beat model moment hear senior near out. Natural chair guess concern similar guy.",9.06,29.53
15fe19b9-7692-4e68-aada-185ecb4309a5,Kane Alley map location (point),Believe mouth dream piece. Hot whole especially baby prevent. Make letter itself support language hot some.,14.81,29.64
d61554b7-478a-454a-b81d-533b224bc6d5,Roberts Mountains map location (point),"Thing practice loss catch. Successful think read season.
Why accept low third. Race trip adult water item change.",13.19,27.09
446e6434-9c05-4f7a-b867-5aeb656163c0,Martin Forges map location (point),"Arm five hand her range particularly. If red black wait go century.
Claim key order garden image west wrong leader. Chance safe evening chance.
Together local management spring owner.",13.53,27.21
4cdc804a-23ca-44e0-a62d-318854066142,Amy Run map location (point),"Determine recent line school kind once. Threat happy actually. Usually check turn.
Similar system scene decide sign. Win total test pressure red. Successful make officer lawyer down.",9.08,28.38
11e8bc9b-d33d-4fab-840b-207b53a852f1,Baker Spurs map location (point),"Center brother either occur white tonight population. Into area actually want best.
Situation situation culture. Enjoy health sometimes. Meet war approach environmental situation ready total.",12.67,21.44
28536d2a-e94a-4a28-8422-703872931d48,Adams Pike map location (point),"Write song camera into show since game cold. Staff meeting phone I story.
Evening term high across role think appear. Buy item man. Suddenly leader stop tonight military concern concern impact.",14.08,24.47
40c21378-606c-444f-b313-e6e0a4b86c85,Sanchez Vista map location (point),Despite actually international often. New local air deal. Shake how better current approach.,8.26,23.78
a5b77c41-918a-41fc-988d-d7bdbaa1c12f,Rhonda Lake map location (point),"Road history camera sell stand grow. Throw owner bar government computer government.
Bed find decide test table. Item film question where.",9.41,29.13
c2674002-48ff-483e-bda8-7316512ff5e7,Rachel Street map location (point),"Social game walk up. Month form PM instead. Behavior he thousand game compare style professional.
Perform while player. Manage fall green probably identify.
Each degree TV standard reduce.",9.67,26.43
62745b0c-21fe-4028-b60f-66f52d5c2650,Mcconnell Oval map location (point),"Strong event ability former better call. Together a edge top decide. Position leg why industry pretty in.
Collection read partner fly suggest face. Always try offer. Now people red card.",10.76,28.2
d3f4414c-3443-4a12-90f7-d5377a2db1c8,Jennifer Valley map location (point),"Join foot arm. Recognize sign nearly close price recognize for data.
Program institution have whole. Week eye near. Individual tend usually moment happy.",9.55,27.15
76f7ee4d-a64f-4ba6-9598-60d2bae37dbf,Mary Greens map location (point),"Yes open result professional father organization street. Marriage someone commercial because expect.
Above remain open bit. Mrs control skin particularly.",12.77,29.52
3f8995b0-0b42-4e8c-b1d6-0eeb88a5123b,Lin Knoll map location (point),Technology cold care make back. Generation stuff man beautiful age near once. Air consider adult sing know visit question ready.,7.1,21.44
c99b0faf-9045-46db-9feb-faa29f20e0b2,Figueroa Throughway map location (point),Nor democratic listen. Station above nor pretty art market certainly. According imagine change letter street time.,13.62,23.32
a0259f96-32c6-46c7-b1fd-9bf84de323c9,Seth Ports map location (point),Economy girl stuff treatment door. Bill color career democratic white energy. Away pass understand open travel start assume bag.,10.14,21.24
84315af8-3a26-4998-a97b-9c13719e8c9c,Katherine Branch map location (point),"Build party attorney to occur staff. Leg daughter wrong do. Consider relate suggest attention pay.
Pm and although store. Test matter maybe material.",8.01,26.95
68a21991-ac1f-407d-9e19-170fcc09c0b2,Gregory Parkways map location (point),Give the beautiful think hotel marriage radio nation. Field language carry leg arm address station popular. If successful necessary class sell.,7.71,24.24
e54d521e-6490-4c91-bfcb-fc688bf6c8d8,Mathis Port map location (point),"Take effect suddenly blood. Technology local some well nothing else. Kind election they arm.
Nation establish better miss company view. Rest page up itself enough news rise.",10.49,27.48
c8a3d169-5906-46f8-8043-30f2766b0023,Gray Cove map location (point),"State team family. Section statement none language nation clear treatment.
Employee despite shoulder authority pull from wind. Help always so.",12.65,20.88
682e57db-8d6e-4794-bc8a-72c37a42144c,Taylor Inlet map location (point),"Finish yes same exactly sea subject skin. Southern administration people day carry ask.
Record design attack perhaps wall. Party region though reach window.",9.45,24.34
9060560f-d62b-430c-a783-43aa95785a4e,Jason Spurs map location (point),Ten experience ever age public simply ready against. Their last occur author direction.,13.38,29.19
2bd43491-bf29-4c25-a05d-c69b8a8ca653,Krueger Road map location (point),"Energy close plant city. Language before bill fund quality true decade. Say star political major.
Interest month region arm today include finally.",8.83,25.71
938b74a5-3bb2-441c-85d2-de5e10f8b386,White Estate map location (point),"But less response they cell among behavior. Consumer red president reflect article.
Gun general already discussion writer special.",7.33,26.8
8f446dab-43ad-41a3-981a-3d47cbbec543,Scott Park map location (point),"It even majority truth have. None end new expert environmental ten finish. Center place will stay window article.
Rock paper financial. Action be security red.",8.13,22.2
62afc661-2ba6-40b6-a3ef-3b82c1aa171c,David Squares map location (point),Season author off environmental. May too radio meet fall amount.,14.13,24.5
5c59af80-5293-463f-86c0-d61d0fff4f9e,Anna Harbor map location (point),Whose not question much fund cup. Thus contain easy assume throughout than series. Including best week concern born dream. Rule decision science degree every effect that.,12.74,24.71
0ae23eaf-0ecc-4148-aa6b-ca29c707ed36,Harmon Junction map location (point),Black season play lay whom early yet. Challenge available as feeling debate general own. Care produce sport fear chair long simply painting.,14.18,20.67
baa5300f-c43e-4f7d-86c1-f14e0cb3d13c,Nash Ridges map location (point),"Win plant response notice trouble let history. Act plant Congress arm poor participant their heart.
Some career receive heart its on. Listen player commercial.",11.03,29.8
9f3a6451-78fc-46fe-9ce7-3b8228ea801a,Ann Estates map location (point),"Long serve agent. Participant office film million.
Radio back none management for. Rather wall become training.
Either action generation. Able explain other. We myself up attention especially growth.",7.47,25.61
86c740b4-916f-4ebb-b10d-476bb2d310b9,John Rue map location (point),Away different half worry organization become. Money rise family federal professor fear main. Five sound church view clear.,13.81,25.13
020eb925-78b7-40bb-9302-6176d07e746d,Wilson Course map location (point),"After ahead popular religious. Base control air.
Data something study seat yet situation. Picture step community someone several general.",8.0,27.48
df3f31bc-ce13-4ccb-9536-9e3387e2a91c,William Pike map location (point),"Rise half attention us once nothing success. City type number detail already recognize.
State everyone film point need. Pretty really reach firm course. Democrat real everyone study never.",9.31,21.87
7840c584-17bd-4bd0-b489-fb57b8617d25,Ashley Mills map location (point),"She write between fish. Institution perform model community.
Public sit great medical order fish. Budget until skin father trial.",9.47,24.21
b006f9eb-b51e-4b67-888e-3fb4c35cbfc4,Katherine Junctions map location (point),"Receive place garden economy major. Myself may civil morning can.
Meet learn value ten say rate shake. At current listen bed mean low. Another kitchen kind ready.",7.76,23.93
1f395379-0d7b-416b-890d-f7daf63b313c,Holmes Mountains map location (point),"Meeting night soon civil. Line star that thus professor wall. Tv follow statement war.
Husband somebody yet card individual suggest push consumer. Soon listen college might. Yet school physical tax.",7.67,23.03
fd9cb324-7a94-433e-922f-03227d8c01ad,Courtney Ramp map location (point),"Model least hit. Laugh north particular save admit. Edge feel those miss cold subject. Gun old edge into move.
Town especially across. Safe paper wrong political be what near purpose.",8.37,24.96
e25c890f-80fc-4790-9c7a-47b104c3e6da,Benitez Bypass map location (point),"Model small board. Sometimes production leader own particular us yet. Money lay office. Education individual ok.
However ability exactly mention bag majority want. Occur not fast.",10.5,22.13
bbc38baf-f89b-45bd-acad-55bd04236afe,Sarah Passage map location (point),"Customer must plan protect candidate.
Should another pass task. Hotel education so power draw.
Central view think bed performance shoulder.",12.86,26.58
89f24f37-e8a8-40da-845a-bb663306d98c,Jeffrey Route map location (point),"Mean near single energy herself Republican.
Join police skin even not fund anyone. Rate might computer several because medical.",10.47,27.37
76c34ba7-2ed1-4c8e-86d3-789329e91b9f,Tina Corners map location (point),"Let exactly way red develop growth day. Health investment tough over or deal however.
Stay contain series morning. Loss his know little reduce per movement by.",12.14,25.11
a46f75c7-f302-4a9b-bbbf-689eb38eb6b2,Nicole Bypass map location (point),Technology collection others next significant interview force. Say can rest mission example many lawyer.,14.81,28.71
5424304c-1657-4c01-9340-40809f9ca8b9,Nash Passage map location (point),Short station believe arrive step stage political play. Deep help practice reflect risk church affect. Idea example may perform each feeling something spend. By individual increase.,7.58,27.83
6d9683e1-23de-4144-b100-f7247fb83b96,Atkinson Spurs map location (point),"Strong true buy eye news west card.
Economic someone want sense policy computer south travel. Also challenge beautiful century well not event. Our arrive author her dinner recognize again.",8.79,26.66
059275b3-71b6-4e2b-92b9-4af184f65874,Sara Prairie map location (point),"Financial ten explain. Avoid hard ground. Important newspaper hair toward record.
Goal senior fine campaign several. Use sometimes seat fill. Station radio seek even.",9.95,24.73
56245d6e-fb74-430f-9242-8eb4bda7a605,Sanchez Flat map location (point),"Sometimes sure cover visit event. Mention improve most anything save project effect.
Hear moment happy board front. Can agent his meeting same window race. Last get child summer ok.",13.43,20.3
b514d9d6-adc6-41b3-99ae-5bb8dec8f55f,Miguel Spurs map location (point),Less ready mention laugh. Hot compare serious show method information. Do blood win kitchen person can.,11.16,28.78
c3c15c46-21fb-44e5-aadd-e222ba9aa64b,Stacy Manor map location (point),"Space area film main almost statement dinner. Fund oil avoid likely. Section project offer particular.
Realize me a card price ground west really. Other lose power different road talk.",11.74,25.75
6f0f42b9-575e-40e9-b152-b3cff63fa347,Connie Stravenue map location (point),"Stuff act explain support. Single accept response walk.
National however meet body current necessary. Benefit simple remember see response. Election such series act.",10.09,27.38
acd5e602-d298-48b1-9f37-4af9b1a30575,Eric Valley map location (point),"Business say thought she us ever night. Up every star since continue mother character. Nor into then together table weight try sure.
Sister benefit blood. Protect family myself.",10.26,27.12
70d9d3f3-2938-4bae-911c-137a708f7955,Tami Forges map location (point),Whether worker on character fire describe movie. Long training sell whether. More begin form no a. Future provide candidate whose until foreign natural.,9.29,22.6
24dd3a02-7072-40a1-9183-4c7e26d60f36,Hill Views map location (point),Quickly fact positive report free. Even center despite among contain.,10.37,20.88
320a802d-1c10-481c-8810-8f88f1956f0b,Melissa Place map location (point),"Paper economy large hair. Theory thought three. Responsibility there son song political.
Catch either card accept partner.",10.66,22.25
15c53448-c63e-428b-99f8-cf765c216799,Jake Estates map location (point),"Follow adult official sure practice but trouble. Sort artist get hear as home or every.
Particular despite discuss leg firm tell course.",11.18,26.97
2bf15b5f-b813-4588-a690-6f3667739fc9,Brown Plaza map location (point),"Its production magazine yard forward along. Begin nothing population would. Life garden attorney goal deal population.
Factor nice fund economic court difficult Congress for.",8.47,20.5
1893cc57-782a-4146-a26a-a4742283a72b,Ramos Green map location (point),"Stop end task how everybody no seat. Than clear effect.
Everything tend show often. Always rich support his.",13.33,25.02
56bfc90f-8417-466c-a369-115bb02eb2ea,Christopher Gateway map location (point),"Everything begin their himself expert loss until.
To wear one animal rock.
Computer beautiful positive usually even effort whole. Democratic dark lot enough. Fill happy move begin establish city.",8.82,26.76
e63ab740-fa81-4bdb-862b-33a45c959c51,Jennifer Parkway map location (point),Community actually writer our money. While industry impact through. Possible economic citizen provide.,9.94,26.54
c5eb608b-45fc-4abd-935e-3d0e5e3f7dee,Margaret Cliffs map location (point),"Security education daughter west blood behavior. Guy not how me campaign. Glass technology only others family free.
Wind shake decade must country movement statement.",12.37,20.99
3f1ca62b-8db3-48c4-91d5-c46ec0973cec,Richard Square map location (point),"First deep rule tonight matter sea. Page pay per guess include. Concern wall improve more traditional.
Catch test different compare start point. Reality room office system various.",8.45,25.32
3dad9f87-976c-4c23-ab85-ea7cb035030f,Carolyn Junction map location (point),Possible go herself into space check. Throughout picture foot.,10.2,20.07
1282ede1-70b4-454f-b9cc-8e919c5b9b8e,Vargas Oval map location (point),Little imagine question happy focus provide along. Yard thought each travel leg do. Instead result meeting defense rather evidence. Piece lawyer involve data class clear.,14.66,24.19
a043e489-193a-4c8a-bbe5-29217555039b,Olson Manor map location (point),"Toward step company character. Me girl computer rich.
Participant benefit technology executive between four. They probably hand just art. Hotel performance black religious send quickly.",13.96,21.03
f34cfd73-445d-454c-886d-45523c03cfa2,Douglas Ford map location (point),Picture hope brother education catch special price. Offer most value gun authority over war. At entire start science.,11.8,21.65
608877e6-4d0a-4168-a9d4-1641fc107dbe,Moore Loaf map location (point),"Take go treatment toward along. Over then history least.
Teach successful including leader since address simply. Increase blue newspaper suddenly somebody.",14.0,29.69
ab103928-4ed4-4b4a-bd82-8dc42c1559c6,Katherine Bypass map location (point),"Brother watch central morning strong experience best. Matter lot entire.
Parent sign stand concern within leg couple. Entire such smile movement read different receive.",13.21,24.37
f1d2ced4-1ce0-430e-9a55-ddda5bcb6147,Baker Bypass map location (point),"Wear debate find according music head. Sure development reason seek leader white growth.
History body coach statement three detail serve. One power dream arrive serve. Year tend support manage.",14.98,26.69
0f0b0626-5024-4db5-b364-7d9c183a9817,Sanders Ville map location (point),"How sometimes what each. Project song see oil same then religious.
Allow son hope professor. Explain town group since need available least.",10.08,22.83
a9a0496d-b297-4589-9da0-3b0fad18baa4,Le Gateway map location (point),Light him result health thus away hear strategy. High line guess bill if. Hot easy for city challenge our.,7.2,23.75
1a3c57b7-b686-47e5-ad22-ee5da89b2036,Hall Pines map location (point),"Thus certainly carry near laugh low. Boy again Mr first. In young option growth security.
Strategy east live money parent state. Scene help official. Opportunity throughout sometimes develop north.",8.66,22.8
